row_num,chain,project,symbol,rewardTokens,pool,stablecoin,ilRisk,exposure,poolMeta,underlyingTokens
119,Ethereum,aura,RETH-WETH,"0xba100000625a3754423978a60c9317c58a424e3d, 0xc0c293ce456ff0ed870add98a0828dd4d2903dbf",a4b5b995-99e7-4b8f-916d-8940b5627d70,FALSE,no,multi,,"0xae78736cd615f374d3085123a210448e74fc6393, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
120,Ethereum,aave-v2,CRV,None,ae7c280e-7eeb-4f44-9a12-64626401913c,FALSE,no,single,,0xd533a949740bb3306d119cc777fa900ba034cd52
121,BSC,pancakeswap,BTCB-WBNB,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,11b41c5a-3811-4f85-858c-98257fdc5ba6,FALSE,yes,multi,,"0x7130d2A12B9BCbFAe4f2634d864A1Ee1Ce3Ead9c, 0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c"
122,Ethereum,balancer,BB-A-USDT-BB-A-USDC-BB-A-USD-BB-A-DAI,0xba100000625a3754423978a60c9317c58a424e3d,f0245f9a-ad22-4c9e-a4c8-984e4087fbbc,FALSE,yes,multi,,"0x2f4eb100552ef93840d5adc30560e5513dfffacb, 0x82698aecc9e28e9bb27608bd52cf57f704bd1b83, 0xa13a9247ea42d743238089903570127dda72fe44, 0xae37d54ae477268b9997d4161b96b8200755935c"
123,Ethereum,aave-v3,WSTETH,None,e6435aae-cbe9-4d26-ab2c-a4d533db9972,FALSE,no,single,,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0
124,Kava,kava-mint,BUSD,None,93147bfc-e063-4674-a6ad-9e6762f7552b,TRUE,no,single,busd-a,None
125,Cronos,tectonic,USDC,0xdd73dea10abc2bff99c60882ec5b2b81bb1dc5b2,0c3c1b07-7c36-4fbb-8e71-226e02bf15c1,TRUE,no,single,,0xc21223249CA28397B4B6541dfFaEcC539BfF0c59
126,Avalanche,benqi-lending,SAVAX,"0x8729438eb15e2c8b576fcc6aecda6a148776c0f5, 0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7",da5e182c-b440-4b80-ab54-c1bc94a4ffd4,FALSE,no,single,,0x2b2C81e08f1Af8835a78Bb2A90AE924ACE0eA4bE
127,Ethereum,yearn-finance,DAI,None,7be3388a-0591-4281-a6f3-eff3217693fa,TRUE,no,single,,None
128,Ethereum,stargate,USDC,0xaf5191b0de278c7286d6c7cc6ab6bb8a73ba2cd6,c24d9138-51aa-48f4-a445-7f33bf7bf5fb,TRUE,no,single,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48
129,Solana,lido,STSOL,None,caa1cb19-9e52-4823-a2a8-214cbcbc8df2,FALSE,no,single,,None
130,Ethereum,convex-finance,DAI-USDC-USDT-SUSD,"0xd533a949740bb3306d119cc777fa900ba034cd52, 0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b",45f74ed5-5832-4d6d-8f2c-2929b6ac5e9c,TRUE,no,multi,,"0x6B175474E89094C44Da98b954EedeAC495271d0F, 0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48, 0xdAC17F958D2ee523a2206206994597C13D831ec7, 0x57Ab1ec28D129707052df4dF418D58a2D46d5f51"
131,Ethereum,curve,CRV-CVXCRV,0xD533a949740bb3306d119CC777fa900bA034cd52,d33bbfb6-811c-4e80-9928-b96ebd7e136c,FALSE,yes,multi,,"0xD533a949740bb3306d119CC777fa900bA034cd52, 0x62B9c7356A2Dc64a1969e19C23e4f579F9810Aa7"
132,Ethereum,curve,WETH-CVX,0xD533a949740bb3306d119CC777fa900bA034cd52,3e889559-f3f0-4f36-93e6-5e7d2b33ed99,FALSE,yes,multi,,"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2, 0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B"
133,Ethereum,euler,EUSDC,0xd9fcd98c322942075a5c3860693e9f4f03aae07b,c16ecb56-854e-4cde-a4ef-96feab5dbeb9,TRUE,no,single,Staking,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
134,Ethereum,convex-finance,CRV-CVXCRV,"0xd533a949740bb3306d119cc777fa900ba034cd52, 0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b",f1b831a9-7763-4bad-a64e-cafc86fdb7ec,FALSE,yes,multi,,"0xD533a949740bb3306d119CC777fa900bA034cd52, 0x62B9c7356A2Dc64a1969e19C23e4f579F9810Aa7"
135,Ethereum,convex-finance,WETH-CVX,"0xd533a949740bb3306d119cc777fa900ba034cd52, 0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b, 0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B",25d9dc49-3182-493a-bda4-0db53b25f457,FALSE,yes,multi,,"0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2, 0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B"
136,Ethereum,curve,LUSD-3CRV,0xD533a949740bb3306d119CC777fa900bA034cd52,836e7def-cb99-46f6-8e22-1056a81e4040,TRUE,no,multi,,"0x5f98805A4E8be255a32880FDeC7F6728C6568bA0, 0x6c3F90f043a72FA612cbac8115EE7e52BDe6E490"
137,Cronos,tectonic,USDT,0xdd73dea10abc2bff99c60882ec5b2b81bb1dc5b2,b37c26c3-848f-45f0-bd75-af97f1674a4d,TRUE,no,single,,0x66e428c3f67a68878562e79A0234c1F83c208770
138,Ethereum,frax,FXS-FRAX,None,9923e857-30b0-4799-95c1-1ae8821b83fe,FALSE,yes,multi,,"0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0, 0x853d955aCEf822Db058eb8505911ED77F175b99e"
139,Ethereum,stargate,USDT,0xaf5191b0de278c7286d6c7cc6ab6bb8a73ba2cd6,ab8a1d61-fd57-4ebf-b926-7c9da9028f0f,TRUE,no,single,,0xdAC17F958D2ee523a2206206994597C13D831ec7
140,Ethereum,origin-dollar,OUSD,None,529258ee-9b27-4fcf-a32c-b82abb3fda68,TRUE,no,single,,"0xdac17f958d2ee523a2206206994597c13d831ec7, 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48, 0x6b175474e89094c44da98b954eedeac495271d0f"
141,Ethereum,sushiswap,USDC-WETH,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,966e2c65-5c3a-4550-bbbd-d51f8e528b1a,FALSE,yes,multi,,"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
142,BSC,alpaca-finance,BUSD,None,5f2e32ac-fa1a-468f-98f5-ef5a8f5b07f3,TRUE,no,single,,None
143,Ethereum,makerdao,GNO,None,4c0ae107-3101-4345-b2c9-f9ca9c51fcc0,FALSE,no,single,GNO-A,None
144,Cronos,ferro,USDC-USDT,0x39bC1e38c842C60775Ce37566D03B41A7A66C782,922160ef-a03f-42dc-9a5e-8a202b8c28b3,TRUE,no,multi,2FER,"0xc21223249ca28397b4b6541dffaecc539bff0c59, 0x66e428c3f67a68878562e79A0234c1F83c208770"
145,BSC,alpaca-finance,IBBUSD,None,f0a283bc-55a2-4b09-bb85-28f7fde6f16d,TRUE,no,single,,None
146,BSC,pancakeswap,BTCB-BUSD,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,0b2fde3f-330e-47e3-843e-244a96c50746,FALSE,yes,multi,,"0x7130d2A12B9BCbFAe4f2634d864A1Ee1Ce3Ead9c, 0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56"
147,Ethereum,curve,TUSD-3CRV,0xD533a949740bb3306d119CC777fa900bA034cd52,0023d0df-b295-4bca-9e4f-12053445460f,TRUE,no,multi,,"0x0000000000085d4780B73119b644AE5ecd22b376, 0x6c3F90f043a72FA612cbac8115EE7e52BDe6E490"
148,Ethereum,euler,USDC,0xd9fcd98c322942075a5c3860693e9f4f03aae07b,61b7623c-9ac2-4a73-a748-8db0b1c8c5bc,TRUE,no,single,,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
149,Ethereum,convex-finance,TUSD-3CRV,"0xd533a949740bb3306d119cc777fa900ba034cd52, 0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b",fde2777a-952a-49bd-b0be-b28bd35b7718,TRUE,no,multi,,"0x0000000000085d4780B73119b644AE5ecd22b376, 0x6c3F90f043a72FA612cbac8115EE7e52BDe6E490"
150,BSC,pancakeswap,USDC-BUSD,,c8d78e85-0c89-4c1e-9903-ee0eb52c670a,TRUE,no,multi,,"0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d, 0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56"
151,Polygon,aave-v2,WBTC,None,592a7b4c-d2b2-425f-be53-c7daba371d21,FALSE,no,single,,0x1bfd67037b42cf73acf2047067bd4f2c47d9bfd6
152,Mixin,pando-leaf,BTC,None,717e962a-6251-446f-8581-005f8e85ce03,FALSE,no,single,,None
153,Ethereum,instadapp,ETH,None,9df5043c-ec4a-4362-b1c4-e7e3137d8645,FALSE,no,single,,None
154,Ethereum,compound,BAT,,5eb0a4a7-3341-46ee-b370-0eae21740070,FALSE,no,single,,0x0D8775F648430679A709E98d2b0Cb6250d2887EF
155,Avalanche,aave-v3,WAVAX,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,a1e18d7d-9a5f-4251-acb4-a87e005fe2c5,FALSE,no,single,,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7
156,Bitcoin,thorchain,BTC-RUNE,None,ff8364e8-9cb3-4872-a9f3-2c883acb9e23,FALSE,yes,multi,,None
157,MultiversX,xexchange,WEGLD-MEX,MEX-455c57,26542660-abf6-4e31-95f7-7e5bb54c66de,FALSE,yes,multi,,"WEGLD-bd4d79, MEX-455c57"
158,Ethereum,curve,DOLA-FRAXBP,0xD533a949740bb3306d119CC777fa900bA034cd52,3a745337-3f04-409d-9627-8391e3c7494d,TRUE,no,multi,,"0x865377367054516e17014CcdED1e7d814EDC9ce4, 0x3175Df0976dFA876431C2E9eE6Bc45b65d3473CC"
159,Ethereum,convex-finance,DOLA-FRAXBP,"0xd533a949740bb3306d119cc777fa900ba034cd52, 0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b",d05cb04d-f1e5-451d-95a2-6a3a9da001ad,TRUE,no,multi,,"0x865377367054516e17014CcdED1e7d814EDC9ce4, 0x3175Df0976dFA876431C2E9eE6Bc45b65d3473CC"
160,Optimism,curve,SUSD-3CRV,"0xD533a949740bb3306d119CC777fa900bA034cd52, 0x4200000000000000000000000000000000000042",5f0b117f-310c-4d96-8a92-d92b796c464d,TRUE,no,multi,,"0x8c6f28f2F1A3C87F0f938b96d27520d9751ec8d9, 0x1337BedC9D22ecbe766dF105c9623922A27963EC"
161,Canto,canto-lending,USDC,0x826551890Dc65655a0Aceca109aB11AbDbD7a07B,727fc50d-b687-4f74-a30e-ee961c25c5e3,TRUE,no,single,,0x80b5a32E4F032B2a058b4F29EC95EEfEEB87aDcd
162,Ethereum,curve,ETH-SETH,0xD533a949740bb3306d119CC777fa900bA034cd52,72b4c5d9-500e-45d2-93e3-2aa6a47df547,FALSE,no,multi,,"0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE, 0x5e74C9036fb86BD7eCdcb084a0673EFc32eA31cb"
163,Ethereum,curve,USDC-EURS,0xD533a949740bb3306d119CC777fa900bA034cd52,4dbfda50-4474-4ef1-9f59-b5cf5ad7413c,TRUE,yes,multi,,"0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48, 0xdB25f211AB05b1c97D595516F45794528a807ad8"
164,BSC,alpaca-finance,USDT,None,03ded5d7-ded8-49b6-bd3c-2f48c30923be,TRUE,no,single,,None
165,Ethereum,curve,ETH-ALETH,0xD533a949740bb3306d119CC777fa900bA034cd52,3cf9f2d4-cf4f-4bd5-8ae4-6d2f43ce2542,FALSE,no,multi,,"0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE, 0x0100546F2cD4C9D97f798fFC9755E47865FF7Ee6"
166,Ethereum,convex-finance,ETH-ALETH,"0xd533a949740bb3306d119cc777fa900ba034cd52, 0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b",ec2c823c-a136-4677-b581-c2ff9807602c,FALSE,no,multi,,"0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE, 0x0100546F2cD4C9D97f798fFC9755E47865FF7Ee6"
167,Ethereum,uniswap-v3,UNI-WETH,None,a9ee1b5f-558b-4e1d-a467-16345e64bc25,FALSE,yes,multi,0.30%,"0x1f9840a85d5af5bf1d1762f925bdaddc4201f984, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
168,Ethereum,convex-finance,USDC-EURS,"0xd533a949740bb3306d119cc777fa900ba034cd52, 0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b",efa8dc4f-03df-4633-95bf-db188292d9a3,TRUE,yes,multi,,"0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48, 0xdB25f211AB05b1c97D595516F45794528a807ad8"
169,Ethereum,morpho-aave,WBTC,None,ff61171d-d7b0-4989-816c-b9bf02a15f00,FALSE,no,single,,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
170,Ethereum,euler,EWETH,0xd9fcd98c322942075a5c3860693e9f4f03aae07b,c669bb2f-2ee9-4ab7-ac3d-214e8cba9be0,FALSE,no,single,Staking,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
171,Ethereum,compound-v3,USDC,0xc00e94Cb662C3520282E6f5717214004A7f26888,7da72d09-56ca-4ec5-a45f-59114353e487,TRUE,no,single,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48
172,BSC,pancakeswap,ETH-BTCB,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,019251e1-0344-431e-8a8c-e7e216fa9514,FALSE,yes,multi,,"0x2170Ed0880ac9A755fd29B2688956BD959F933F8, 0x7130d2A12B9BCbFAe4f2634d864A1Ee1Ce3Ead9c"
173,Ethereum,curve,OUSD-3CRV,0xD533a949740bb3306d119CC777fa900bA034cd52,4fcac035-f39c-4238-bc87-4c4cfe0b3092,TRUE,no,multi,,"0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86, 0x6c3F90f043a72FA612cbac8115EE7e52BDe6E490"
174,BSC,pancakeswap,USDT-BUSD,,b6fa8f40-7e6b-414e-850d-807750249031,TRUE,no,multi,,"0x55d398326f99059fF775485246999027B3197955, 0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56"
175,Ethereum,convex-finance,OUSD-3CRV,"0xd533a949740bb3306d119cc777fa900ba034cd52, 0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b",9e038028-8f56-449f-8410-64683f0c086b,TRUE,no,multi,,"0x2A8e1E676Ec238d8A992307B495b45B3fEAa5e86, 0x6c3F90f043a72FA612cbac8115EE7e52BDe6E490"
176,Ethereum,makerdao,DAI,None,c8a24fee-ec00-4f38-86c0-9f6daebc4225,TRUE,no,single,DSR,None
177,Ethereum,balancer,OHM-WETH,,ad68c6ce-699a-4c00-986f-5f92e38c1ac1,FALSE,yes,multi,,"0x64aa3364f17a4d01c6f1751fd97c2bd3d7e7f1d5, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
178,Optimism,aave-v3,USDC,None,24762515-822a-46af-927c-77a1dc449bd0,TRUE,no,single,,0x7f5c764cbc14f9669b88837ca1490cca17c31607
179,Tron,justlend,TRX,TPYmHEhy5n8TCEfYGqW2rPxsghSfzghPDn,90d3f42a-8700-4b9f-baa8-090a3c4322c9,FALSE,no,single,,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb
180,Ethereum,uniswap-v2,DAI-USDC,None,a86ee795-54d9-4812-9148-b312967cefe5,TRUE,no,multi,,"0x6b175474e89094c44da98b954eedeac495271d0f, 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48"
181,Ethereum,uniswap-v2,WETH-USDT,None,196aa543-1881-4515-9928-577693d4fa72,FALSE,yes,multi,,"0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, 0xdac17f958d2ee523a2206206994597c13d831ec7"
182,Canto,canto-lending,NOTE-USDC,0x826551890Dc65655a0Aceca109aB11AbDbD7a07B,d2848321-5e47-4647-a6f8-bc5979495a61,TRUE,no,multi,,0x9571997a66D63958e1B3De9647C22bD6b9e7228c
183,Ethereum,balancer,BB-A-USD-STG,0xba100000625a3754423978a60c9317c58a424e3d,68c8876e-6f17-4ca8-9eca-c479bdf118a3,FALSE,yes,multi,,"0xa13a9247ea42d743238089903570127dda72fe44, 0xaf5191b0de278c7286d6c7cc6ab6bb8a73ba2cd6"
184,Ethereum,curve,ALUSD-FRAXBP,0xD533a949740bb3306d119CC777fa900bA034cd52,71a56b67-3123-4820-a30f-fac238de441c,TRUE,no,multi,,"0xBC6DA0FE9aD5f3b0d58160288917AA56653660E9, 0x3175Df0976dFA876431C2E9eE6Bc45b65d3473CC"
185,Ethereum,aura,BB-A-USD-STG,"0xba100000625a3754423978a60c9317c58a424e3d, 0xc0c293ce456ff0ed870add98a0828dd4d2903dbf",815adbb4-119a-4137-9c6c-a74b1155bc64,FALSE,yes,multi,,"0xa13a9247ea42d743238089903570127dda72fe44, 0xaf5191b0de278c7286d6c7cc6ab6bb8a73ba2cd6"
186,Ethereum,makerdao,UNI-V2,None,bda1c7f0-5a27-4649-a742-022d34d083a9,FALSE,yes,multi,UNIV2DAIUSDC-A,None
187,Arbitrum,radiant,USDC,0x0c4681e6c0235179ec3d4f4fc4df3d14fdd96017,5a8d7827-00d9-416a-b1bb-ddc7f758a66e,TRUE,no,single,,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8
188,Ethereum,euler,CBETH,0xd9fcd98c322942075a5c3860693e9f4f03aae07b,f9c6db50-3de1-4542-b2d4-828b31e109dd,FALSE,no,single,,0xbe9895146f7af43049ca1c1ae358b0541ea49704
189,Ethereum,curve,ALUSD-3CRV,0xD533a949740bb3306d119CC777fa900bA034cd52,fa1ea651-4d34-4672-837f-9dcd043319b9,TRUE,no,multi,,"0xBC6DA0FE9aD5f3b0d58160288917AA56653660E9, 0x6c3F90f043a72FA612cbac8115EE7e52BDe6E490"
190,Canto,canto-lending,NOTE-USDT,0x826551890Dc65655a0Aceca109aB11AbDbD7a07B,656b5688-fed8-4655-831e-acc0e1c191e2,TRUE,no,multi,,0x35DB1f3a6A6F07f82C76fCC415dB6cFB1a7df833
191,Polygon,tetu-earn,WMATIC-STMATIC-B-STMATIC-STABLE,"0x225084D30cc297F3b177d9f93f5C3Ab8fb6a1454, 0xf2fB1979C4bed7E71E6ac829801E0A8a4eFa8513, 0xC3C7d422809852031b44ab29EEC9F1EfF2A58756, 0x255707B70BF90aa112006E1b07B9AeA6De021424",093291f2-909a-49fa-8bc0-49deb409c065,FALSE,yes,multi,,None
192,Ethereum,yearn-finance,USDC,None,72124487-ba91-46d8-907e-31b8eca90af3,TRUE,no,single,,None
193,BSC,biswap,USDT-WBNB,0x965f527d9159dce6288a2219db51fc6eef120dd1,a1735d78-cab4-48a9-b098-61cd3b804a91,FALSE,yes,multi,,"0x55d398326f99059fF775485246999027B3197955, 0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c"
194,Ethereum,convex-finance,ALUSD-3CRV,"0xd533a949740bb3306d119cc777fa900ba034cd52, 0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b",f11aa021-e4c1-49f9-8004-9cf5625dedae,TRUE,no,multi,,"0xBC6DA0FE9aD5f3b0d58160288917AA56653660E9, 0x6c3F90f043a72FA612cbac8115EE7e52BDe6E490"
195,Avalanche,stargate,USDC,0x2F6F07CDcf3588944Bf4C42aC74ff24bF56e7590,8d203a10-f5d2-4f4c-8fba-7d31b3c89e71,TRUE,no,single,,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E
196,Polygon,aave-v2,USDC,None,745b5b20-c9dc-4d3e-8c74-9fa3d3d81830,TRUE,no,single,,0x2791bca1f2de4661ed88a30c99a7a9449aa84174
197,Canto,canto-lending,NOTE-WCANTO,0x826551890Dc65655a0Aceca109aB11AbDbD7a07B,fc7cafb0-6f5b-4d7f-9f9d-124a44857537,FALSE,yes,multi,,0x1D20635535307208919f0b67c3B2065965A85aA9
198,Ethereum,compound-v3,CBETH,None,68e30785-53bf-49ef-892f-88b197c6bfe6,FALSE,no,single,ETH-pool,0xBe9895146f7AF43049ca1c1AE358B0541Ea49704
199,BSC,biswap,WBNB-BUSD,0x965f527d9159dce6288a2219db51fc6eef120dd1,5c29a78f-78d6-4808-a253-54bdcd9a812a,FALSE,yes,multi,,"0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c, 0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56"
200,Ethereum,balancer,OHM-DAI,,645dffc4-fe90-4c8b-9c17-fd8f2143a5fe,FALSE,yes,multi,,"0x64aa3364f17a4d01c6f1751fd97c2bd3d7e7f1d5, 0x6b175474e89094c44da98b954eedeac495271d0f"
201,BSC,stargate,USDT,0xB0D502E938ed5f4df2E681fE6E419ff29631d62b,a2e7bb87-b339-44d9-91d7-87a04552afe9,TRUE,no,single,,0x55d398326f99059fF775485246999027B3197955
202,Arbitrum,uniswap-v3,WETH-GMX,None,5921fee6-b25f-4cd9-9cc4-fb07fe83ea89,FALSE,yes,multi,1%,"0x82af49447d8a07e3bd95bd0d56f35241523fbab1, 0xfc5a1a6eb076a2c7ad06ed22c90d7e710e35ad0a"
203,Ethereum,morpho-compound,DAI,0xc00e94cb662c3520282e6f5717214004a7f26888,1e6a12f5-687c-4ce6-8416-af38f17954ea,TRUE,no,single,,0x6b175474e89094c44da98b954eedeac495271d0f
204,Ethereum,compound-v3,COMP,None,efb25a57-ec51-4f74-9b2c-a1206bd69a93,FALSE,no,single,USDC-pool,0xc00e94Cb662C3520282E6f5717214004A7f26888
205,Ethereum,reflexer,WETH,None,1154adf3-1aa6-4a3a-a4e4-38ecc0b7b805,FALSE,no,single,,None
206,Solana,credix,USDC,None,14bd0ebc-1c70-4b61-80a9-91390179286a,TRUE,no,single,,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v
207,Polygon,beefy,STMATIC-MATIC,None,423a131f-3872-4746-84fb-f8ec1846793a,FALSE,no,multi,Balancer,None
208,Ethereum,makerdao,YFI,None,9e05d1a6-79e0-4a14-9380-d156a83d9892,FALSE,no,single,YFI-A,None
209,Polygon,curve,AM3CRV-AMWBTC-AMWETH,0xD533a949740bb3306d119CC777fa900bA034cd52,e646248a-065d-4035-a2b3-2b9d1af767cd,FALSE,yes,multi,,"0xE7a24EF0C5e95Ffb0f6684b813A78F2a3AD7D171, 0x5c2ed810328349100A66B82b78a1791B101C9D61, 0x28424507fefb6f7f8E9D3860F56504E4e5f5f390"
210,Avalanche,aave-v3,WETH.E,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,c715efe7-a70d-4358-b2c2-c149cf658612,FALSE,no,single,,0x49d5c2bdffac6ce2bfdb6640f4f80f226bc10bab
211,Ethereum,convex-finance,ETH-SETH,"0xd533a949740bb3306d119cc777fa900ba034cd52, 0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b",9abd7e18-71a0-4071-9700-4c5c1e99db10,FALSE,no,multi,,"0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE, 0x5e74C9036fb86BD7eCdcb084a0673EFc32eA31cb"
212,Optimism,velodrome,USDC-SUSD,0x3c8B650257cFb5f272f799F5e2b4e65093a11a05,79d5c9bd-b2a1-4f6d-96d1-42973be4dbd7,TRUE,no,multi,,"0x7f5c764cbc14f9669b88837ca1490cca17c31607, 0x8c6f28f2f1a3c87f0f938b96d27520d9751ec8d9"
213,BSC,stargate,BUSD,0xB0D502E938ed5f4df2E681fE6E419ff29631d62b,72a0cd12-822f-4b71-a063-9887fbfff463,TRUE,no,single,,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56
214,Ethereum,uniswap-v2,FNK-USDT,None,519a1bab-26c0-4935-ad90-e0046520260a,FALSE,yes,multi,,"0xb5fe099475d3030dde498c3bb6f3854f762a48ad, 0xdac17f958d2ee523a2206206994597c13d831ec7"
215,BSC,venus,BUSD,0xcf6bb5389c92bdda8a3747ddb454cb7a64626c63,483533e6-3112-44a1-beae-7cae023065a6,TRUE,no,single,,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56
216,Ethereum,uniswap-v2,WETH-TWT,None,e5343d87-a836-4d63-a109-bcdcc53a01b3,FALSE,yes,multi,,"0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, 0xd4df22556e07148e591b4c7b4f555a17188cf5cf"
217,Arbitrum,sushiswap,ARRB-WETH,,1caee357-5585-4355-a710-b2c80b5e5336,FALSE,yes,multi,,"0x04f3636b31c1ea2e48e275aa992d99a7bdbbe738, 0x82af49447d8a07e3bd95bd0d56f35241523fbab1"
218,Tron,justlend,ETH,TPYmHEhy5n8TCEfYGqW2rPxsghSfzghPDn,ae255d3e-5f02-4edd-aab3-ba43eead3a06,FALSE,no,single,,THb4CqiFdwNHsWsQCs4JhzwjMWys4aqCbF
219,Ethereum,bifrost-staking,VETH,None,1da14db4-e5dc-416e-9713-d4307d93c752,FALSE,no,single,,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
220,Ethereum,euler,USDT,0xd9fcd98c322942075a5c3860693e9f4f03aae07b,618c5e6c-78f3-4e20-9182-b16e5ef20292,TRUE,no,single,,0xdac17f958d2ee523a2206206994597c13d831ec7
221,Optimism,aave-v3,WETH,None,3e332a41-3a15-41bc-8d5c-438c09609349,FALSE,no,single,,0x4200000000000000000000000000000000000006
222,Ethereum,curve,STG-USDC,0xD533a949740bb3306d119CC777fa900bA034cd52,0c0292b2-6fc1-4a57-a481-6b85ee7305fa,FALSE,yes,multi,,"0xAf5191B0De278C7286d6C7CC6ab6BB8A73bA2Cd6, 0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48"
223,Ethereum,euler,WBTC,0xd9fcd98c322942075a5c3860693e9f4f03aae07b,62be2bfe-80c8-484c-836b-a5fe97634e92,FALSE,no,single,,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599
224,Ethereum,convex-finance,DAI-USDC-USDT,"0xd533a949740bb3306d119cc777fa900ba034cd52, 0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b",7394f1bc-840a-4ff0-9e87-5e0ef932943a,TRUE,no,multi,,"0x6B175474E89094C44Da98b954EedeAC495271d0F, 0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48, 0xdAC17F958D2ee523a2206206994597C13D831ec7"
225,Canto,canto-lending,USDT,0x826551890Dc65655a0Aceca109aB11AbDbD7a07B,945afa2b-4f81-422f-8f51-dc41c8aeb930,TRUE,no,single,,0xd567B3d7B8FE3C79a1AD8dA978812cfC4Fa05e75
226,Ethereum,stafi,RETH,None,b2fe5b13-eca4-47cc-b3fd-1de24a296018,FALSE,no,single,,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
227,BSC,alpaca-finance,IBUSDT,None,8e7f84d9-7ee8-4c40-8c45-e622b16d3c4f,TRUE,no,single,,None
228,Defichain,defichain-dex,DUSD-DFI,DFI,74ab9394-5d6d-41a6-955e-b246ecc8dede,FALSE,yes,multi,,None
229,BSC,venus,USDT,0xcf6bb5389c92bdda8a3747ddb454cb7a64626c63,9f3a6015-5045-4471-ba65-ad3dc7c38269,TRUE,no,single,,0x55d398326f99059fF775485246999027B3197955
