protocol_slug,protocol_id,size_mb,status_code,error,retries
gale,1789,0.46,200,,0
kokonut-swap,1790,1.26,200,,0
vaultcraft,1791,1.88,200,,0
foodcourt,1792,1.08,200,,0
bwatch,1793,0.11,200,,0
ostable,1794,0.31,200,,0
gin-finance,1795,0.5,200,,0
poly-network,1796,1.53,200,,0
stronghands,1797,0.91,200,,0
tfm,1798,0.31,200,,0
velodrome-v1,1799,3.37,200,,0
argo-finance,1800,0.63,200,,0
metavault.trade,1801,1.19,200,,0
bomb-finance,1802,1.5,200,,0
gaur-money,1803,0.85,200,,0
zeta,1804,0.62,200,,0
mole,1805,0.94,200,,0
phuture,1806,1.53,200,,0
pinksale,1807,3.31,200,,0
axia-protocol,1808,1.21,200,,0
penrose,1809,2.03,200,,0
zinax-dao,1810,1.3,200,,0
spice-trade,1811,3.15,200,,0
fluidtokens,1812,0.6,200,,0
spin-spot,1813,0.97,200,,0
option-dance,1814,0.1,200,,0
the-story-of-draco,1815,1.02,200,,0
ruby-finance,1816,0.91,200,,0
jupiter-swap,1817,0.42,200,,0
dinopool,1818,0.55,200,,0
crown-finance,1819,0.09,200,,0
a51-finance-v2,1820,4.45,200,,0
astarfarm,1821,0.31,200,,0
mytrade,1822,1.58,200,,0
nomiswap,1823,1.56,200,,0
swapsicle-v1,1824,3.22,200,,0
nirvana-v1,1825,0.46,200,,0
everlend,1826,0.05,200,,0
saharadao,1827,0.92,200,,0
sharkswap,1828,0.61,200,,0
interest-protocol,1829,1.13,200,,0
zeroswap,1830,0.96,200,,0
vitcswap,1831,0.22,200,,0
lachain-yield-market,1832,0.05,200,,0
unidex-perp,1833,1.85,200,,0
optimus,1834,0.11,200,,0
tangent,1835,0.03,200,,0
investin,1836,0.98,200,,0
vax,1837,0.42,200,,0
aave-v1,1838,6.26,200,,0
aave-arc,1839,0.61,200,,0
sushi-kashi,1840,9.62,200,,0
ratio-finance,1841,0.22,200,,0
kasava-dex,1842,0.43,200,,0
kavacave,1843,0.35,200,,0
stipend,1844,0.27,200,,0
orbitalswap,1845,0.84,200,,0
kefirswap,1846,0.17,200,,0
acala-swap,1847,0.43,200,,0
acala-dollar,1848,0.42,200,,0
acala-liquid-staking,1849,0.31,200,,0
union-protocol,1850,1.15,200,,0
insuredao,1851,1.31,200,,0
gardens-dao,1852,0.34,200,,0
moonwell-lending,1853,2.19,200,,0
phoenix-dex,1854,0.41,200,,0
klap,1855,1.47,200,,0
fractal-protocol,1856,0.96,200,,0
fatexfi,1857,0.67,200,,0
fringe-v1,1858,1.24,200,,0
auraswap,1859,0.92,200,,0
eris-protocol,1860,2.09,200,,0
cgo-finance,1861,1.71,200,,0
velerodao,1862,0.2,200,,0
team-finance,1864,3.43,200,,0
oracle-swap,1865,0.78,200,,0
dexpad,1866,1.07,200,,0
sonic,1867,0.0,200,,0
surfswap-classic,1868,0.49,200,,0
omni-protocol,1869,0.68,200,,0
strategyx-finance,1870,0.11,200,,0
hunnyswap,1871,0.66,200,,0
rift-finance,1872,1.05,200,,0
torches,1873,1.25,200,,0
lending-pond,1874,0.28,200,,0
atlendis-v1,1875,0.69,200,,0
verocket,1876,0.3,200,,0
fusion-dex,1877,1.19,200,,0
apex-pro,1878,0.87,200,,0
acala-lcdot,1879,0.31,200,,0
minto,1880,0.67,200,,0
toros,1881,0.6,200,,0
ferro,1882,0.7,200,,0
iziswap,1883,10.31,200,,0
whaleswap,1884,3.07,200,,0
xy-finance,1885,4.38,200,,0
kintsugi,1886,0.35,200,,0
avault,1887,1.43,200,,0
frozen-walrus-finance,1888,0.86,200,,0
zest-protocol,1889,0.69,200,,0
algodex,1890,0.95,200,,0
blur-finance,1891,0.12,200,,0
azuro,1892,0.68,200,,0
mind-games,1893,0.77,200,,0
filet-finance,1894,0.53,200,,0
sideshift,1895,0.52,200,,0
justmoney,1896,2.34,200,,0
uplift-dao,1897,0.55,200,,0
waterfall-wtf,1898,0.74,200,,0
taiga-karura,1899,0.53,200,,0
taiga-acala,1900,0.36,200,,0
dxsale,1901,5.12,200,,0
starswap,1902,1.13,200,,0
vovo-finance,1903,0.3,200,,0
mmo-finance,1904,0.58,200,,0
bitgert,1905,0.63,200,,0
increment-lending,1906,0.41,200,,0
increment-swap,1907,0.28,200,,0
openbisea,1908,0.73,200,,0
onavax,1909,0.57,200,,0
shiftdollar,1910,0.85,200,,0
betswirl,1911,0.85,200,,0
oortswap,1912,0.42,200,,0
trustswap,1913,0.69,200,,0
pony-finance,1914,0.11,200,,0
nava-finance,1915,0.85,200,,0
hedge,1916,0.84,200,,0
sudoswap-v1,1917,1.64,200,,0
aura,1918,12.51,200,,0
elasticswap,1919,1.09,200,,0
ordernchaos,1920,1.03,200,,0
dogeclaw,1921,0.84,200,,0
radiant-v1,1922,1.81,200,,0
liquidity-finance,1923,0.08,200,,0
pods-yield,1924,0.35,200,,0
midas-capital,1925,5.21,200,,0
octane-finance,1926,0.88,200,,0
mero,1927,0.63,200,,0
algem,1929,0.31,200,,0
bubbleswap-v1,1930,0.04,200,,0
homecoin,1931,0.4,200,,0
quasarswap,1932,0.36,200,,0
timeless-finance,1933,0.61,200,,0
etcswap-v2,1934,0.33,200,,0
skcs,1935,0.29,200,,0
securo-finance,1936,0.67,200,,0
earnifty,1937,0.89,200,,0
metalswap,1938,1.88,200,,0
emp-money,1939,0.87,200,,0
apeswap-lending,1940,0.88,200,,0
lago-bridge,1941,0.28,200,,0
moon-swap,1942,0.3,200,,0
kordfi,1943,0.23,200,,0
lanternswap,1945,0.14,200,,0
vacus-finance,1946,0.37,200,,0
revert-compoundor,1947,8.83,200,,0
matter-defi,1948,0.54,200,,0
civfund,1949,0.94,200,,0
baryon-network,1950,1.71,200,,0
dotoracle,1951,1.39,200,,0
lofty,1952,0.3,200,,0
toucan-protocol,1953,0.75,200,,0
metapoly,1954,0.53,200,,0
parallel-polkadot-lending,1955,1.24,200,,0
parallel-polkadot-amm,1956,0.71,200,,0
parallel-polkadot-daofi,1957,0.32,200,,0
parallel-polkadot-liquid-staking,1958,0.39,200,,0
hubble-exchange,1959,0.44,200,,0
cryptoblades,1960,1.84,200,,0
scallop-lend,1961,1.39,200,,0
sio2-finance,1962,1.87,200,,0
mixswap-finance,1963,1.04,200,,0
unbound,1964,0.82,200,,0
drachma-exchange,1965,0.09,200,,0
mm-finance-polygon,1966,1.18,200,,0
pembrock-finance,1967,0.92,200,,0
magik-farm,1968,2.22,200,,0
huckleberry-lending,1969,0.78,200,,0
cone,1970,0.85,200,,0
mm-stableswap,1971,0.42,200,,0
wolf-safe-poor-people,1972,1.94,200,,0
prophet,1973,0.28,200,,0
counterstake,1974,1.03,200,,0
dogeswap,1975,0.45,200,,0
dogeswaporg,1976,0.68,200,,0
doge-shrek,1977,0.38,200,,0
bourbon-defi,1978,0.4,200,,0
saucerswap-v1,1979,0.15,200,,0
yodeswap,1980,0.9,200,,0
orbit-bridge,1981,5.51,200,,0
xcarnival,1982,0.5,200,,0
cometa,1983,0.29,200,,0
wanlend,1984,2.33,200,,0
canto-dex,1985,0.73,200,,0
canto-lending,1986,0.98,200,,0
pangea-swap,1987,2.17,200,,0
nex,1988,0.67,200,,0
mycelium-perpetual-swaps,1989,1.15,200,,0
icecreamswap-v2,1990,2.62,200,,0
brise-swap,1991,0.46,200,,0
sphynx,1992,1.35,200,,0
kibbleswap,1993,1.08,200,,0
dogmoney,1994,0.76,200,,0
bancor-v3,1995,7.41,200,,0
glitter-finance,1996,0.5,200,,0
morpho-compound,1997,1.5,200,,0
dogepup,1998,1.02,200,,0
optifi,1999,0.08,200,,0
frakt,2000,0.57,200,,0
demex-perp,2001,2.72,200,,0
cache.gold,2002,0.29,200,,0
fruits-of-ryoshi,2003,0.92,200,,0
mm-optimizer-polygon,2004,0.5,200,,0
exinpool,2005,0.1,200,,0
jioswap,2006,1.03,200,,0
grizzlyfi-hives,2007,1.3,200,,0
forteswap,2008,0.68,200,,0
h2odata,2009,0.29,200,,0
starswap-starcoin,2010,0.57,200,,0
sudo-inu,2011,0.67,200,,0
clever-protocol,2012,0.41,200,,0
kanvas,2013,0.85,200,,0
ocean-one,2014,0.05,200,,0
mm-stableswap-polygon,2015,0.43,200,,0
hodl-fox,2016,0.06,200,,0
dragonfruit-protocol,2017,0.76,200,,0
autobark,2018,0.53,200,,0
bfly-finance,2019,0.29,200,,0
silo-v1,2020,7.16,200,,0
router-protocol,2021,2.51,200,,0
arbswap-amm,2023,0.97,200,,0
rcpswap,2024,0.48,200,,0
stcelo,2025,0.29,200,,0
champion-finance,2026,0.82,200,,0
energyfi,2027,0.52,200,,0
bifrost-dex,2028,0.77,200,,0
dogium-farm,2029,0.97,200,,0
liquid-finance,2030,0.92,200,,0
tifi,2031,0.74,200,,0
ultronswap,2032,0.91,200,,0
interlay-btc,2033,0.28,200,,0
wtfdoge,2034,0.96,200,,0
bitgert-swap,2035,0.31,200,,0
ssap,2036,0.91,200,,0
spiritswap-lending,2037,0.78,200,,0
lisusd,2038,0.92,200,,0
phission-finance,2039,0.54,200,,0
lif3-swap,2040,1.6,200,,0
dawn-star-finance,2041,0.68,200,,0
cantoswap,2042,0.6,200,,0
crescent-dex,2043,1.05,200,,0
juggler-red,2044,0.36,200,,0
forlend,2045,1.06,200,,0
bnpl-pay,2046,0.78,200,,0
kumu-finance,2047,0.23,200,,0
eversol,2048,0.27,200,,0
klex-finance,2049,1.44,200,,0
klaylend-finance,2050,0.24,200,,0
logium,2051,0.13,200,,0
junoswap,2052,0.09,200,,0
cega-v1,2053,0.89,200,,0
aurora-plus,2054,0.3,200,,0
swivel-finance,2055,0.39,200,,0
unknown,2056,1.03,200,,0
elonswap,2057,0.35,200,,0
sweetswap,2058,0.44,200,,0
goat-swap,2059,0.27,200,,0
fndz,2060,1.79,200,,0
puli,2061,0.07,200,,0
kamino-liquidity,2062,0.27,200,,0
madmex,2063,0.45,200,,0
rocifi-v1,2064,0.56,200,,0
chocodoge,2065,0.96,200,,0
vanswap,2066,0.78,200,,0
opensky-finance,2067,0.68,200,,0
powaa-protocol,2068,1.58,200,,0
interlay-staking,2069,0.49,200,,0
interlay-collateral,2070,0.26,200,,0
damm-finance,2071,3.77,200,,0
polyo-exchange,2072,0.08,200,,0
darkauto,2073,1.07,200,,0
yupana,2074,1.27,200,,0
dogemuskswap,2075,0.48,200,,0
fraxlend,2076,1.89,200,,0
corgi-finance,2077,0.08,200,,0
giveth,2078,1.12,200,,0
inuswap,2079,0.19,200,,0
procyon,2080,1.12,200,,0
wan-bridge,2081,2.51,200,,0
symphony-finance,2082,1.48,200,,0
pluto-on-waves,2083,0.37,200,,0
hectagon,2084,0.49,200,,0
bakedpotatoes,2085,0.26,200,,0
rage-trade-v1,2086,0.29,200,,0
chee-finance,2087,2.8,200,,0
compound-v3,2088,3.54,200,,0
roaring-lion,2089,0.45,200,,0
aequinox,2090,0.78,200,,0
algofi-swap,2091,1.68,200,,0
pirex,2092,0.54,200,,0
scaryswap,2093,0.76,200,,0
boneswap,2094,1.03,200,,0
ethichub,2095,1.04,200,,0
sealightswap,2096,0.22,200,,0
doge-compounder,2097,0.39,200,,0
muffin,2098,0.81,200,,0
okcswap,2099,0.8,200,,0
sense,2100,0.63,200,,0
fstswap,2101,2.41,200,,0
titano-swych,2102,0.74,200,,0
orbit,2103,0.27,200,,0
swaap-maker-v1,2104,0.45,200,,0
deficurrent,2105,0.26,200,,0
hopswap,2106,0.5,200,,0
moonlift,2107,0.47,200,,0
w3swap,2108,0.82,200,,0
pyeswap,2109,0.33,200,,0
ultron-staking-hub-nft,2110,0.49,200,,0
uwu-lend,2111,2.29,200,,0
stake.ly,2112,0.29,200,,0
wojak-finance,2113,0.74,200,,0
nudes,2114,0.42,200,,0
flashstake,2115,1.56,200,,0
0x,2116,0.03,200,,0
dooar,2117,0.55,200,,0
wineryswap,2118,0.5,200,,0
pls2e,2119,0.56,200,,0
apexswap,2120,0.12,200,,0
frax-swap,2121,3.6,200,,0
hippowswap,2122,0.4,200,,0
uniwswap-amm,2123,0.55,200,,0
powsea,2124,0.32,200,,0
powswap,2125,0.45,200,,0
redemption,2126,0.69,200,,0
cowaii-cash,2127,0.73,200,,0
capricorn-finance,2128,0.36,200,,0
tomb-swap,2129,1.14,200,,0
brainiac-finance,2130,1.32,200,,0
kdex,2131,0.22,200,,0
geode,2132,0.28,200,,0
voltswap-v2,2133,0.76,200,,0
lemma,2134,0.66,200,,0
infy-protocol,2135,0.35,200,,0
fliperino,2136,0.25,200,,0
defi-franc,2137,0.59,200,,0
marginx-dex,2138,0.5,200,,0
sommelier,2139,0.99,200,,0
swft,2140,2.2,200,,0
jupiter-aggregator,2141,0.03,200,,0
sonne-finance,2142,2.2,200,,0
zircon-gamma,2143,0.24,200,,0
darkswap,2144,0.4,200,,0
xswap-v2,2145,0.48,200,,0
sushi-furo,2146,5.47,200,,0
ipor-derivatives,2147,0.68,200,,0
roketo,2148,0.97,200,,0
based-next-generation,2149,0.7,200,,0
ribbon-earn,2150,0.62,200,,0
ribbon-lend,2151,0.53,200,,0
sushi-trident,2152,3.0,200,,0
lusd-chickenbonds,2153,0.29,200,,0
lifinity-v1,2154,1.22,200,,0
zootopia-finance,2155,0.13,200,,0
ethwswap,2156,0.28,200,,0
green-planet,2157,2.83,200,,0
blue-planet,2158,1.05,200,,0
amulet-v1,2159,0.24,200,,0
superbots,2160,0.98,200,,0
powerswap,2161,0.49,200,,0
ease.org,2162,2.44,200,,0
octopow-finance,2163,0.36,200,,0
algorai-finance,2164,0.78,200,,0
numisme,2165,0.99,200,,0
lfgswap-ethereumpow,2166,0.73,200,,0
dao-swap,2167,0.41,200,,0
morpho-aave,2168,1.36,200,,0
babydogeswap,2169,4.1,200,,0
cakewswap,2170,0.59,200,,0
ohmpow,2171,0.08,200,,0
kleva-farm,2172,0.99,200,,0
quickswap-lend,2173,1.69,200,,0
dexfinance-bsc,2174,1.27,200,,0
goosefx-v1,2175,0.82,200,,0
arctic,2176,0.72,200,,0
fortress-loans,2177,1.22,200,,0
templedao-trade,2178,0.2,200,,0
joe-lend,2179,2.11,200,,0
neuy,2180,0.71,200,,0
frigg.eco,2181,0.28,200,,0
algomint,2182,0.41,200,,0
ape-finance,2183,0.81,200,,0
handle.fi-perps,2184,0.3,200,,0
stabledoin,2185,0.12,200,,0
usdfi-lending,2186,1.61,200,,0
dolomite,2187,5.06,200,,0
real-protocol,2188,0.25,200,,0
echswap,2189,0.07,200,,0
sushi-bentobox,2190,26.38,200,,0
omnidex-lend,2191,0.99,200,,0
plutusdao,2192,0.87,200,,0
amulet-liquidity-staking,2193,0.24,200,,0
beluga-protocol,2194,0.22,200,,0
gravis-finance,2195,1.2,200,,0
uniswap-v1,2196,0.72,200,,0
uniswap-v2,2197,7.18,200,,0
uniswap-v3,2198,194.22,200,,0
hedgefarm,2199,0.33,200,,0
ion-dao,2200,0.27,200,,0
bepro-network,2201,0.88,200,,0
prdt,2202,0.79,200,,0
tetu-swap,2203,0.7,200,,0
pando-rings,2204,0.54,200,,0
pando-leaf,2205,0.27,200,,0
argo,2206,0.63,200,,0
ditto,2207,0.27,200,,0
tortuga,2208,0.27,200,,0
opulous,2209,0.52,200,,0
liquidswap,2210,0.99,200,,0
increment-liquid-staking,2211,0.27,200,,0
stlos-liquid-staking,2212,0.28,200,,0
aux-exchange,2213,0.72,200,,0
bridgekek,2214,0.34,200,,0
frog-swap,2215,0.11,200,,0
kekswap,2216,0.11,200,,0
y2r,2217,0.67,200,,0
animeswap,2218,1.15,200,,0
vendor-v1,2219,0.43,200,,0
wavelength-dao,2220,0.6,200,,0
frax-ether,2221,0.4,200,,0
meteora-vaults,2223,23.37,200,,0
aptoswap,2224,0.72,200,,0
atodex,2225,0.12,200,,0
wombex-finance,2226,2.5,200,,0
stakerz,2227,0.19,200,,0
aries-markets,2228,1.51,200,,0
silo-protocol,2229,0.31,200,,0
paperdao,2230,0.48,200,,0
tangible-rwa,2231,1.18,200,,0
spherium,2232,1.64,200,,0
minerswap,2233,0.11,200,,0
evolve,2234,1.04,200,,0
galgo-liquid-governance,2235,0.34,200,,0
yield-yak-staked-avax,2236,0.27,200,,0
axelar,2237,6.36,200,,0
anetabtc,2238,0.63,200,,0
quickswap-v3,2239,19.39,200,,0
peaky-finance,2240,0.24,200,,0
ora-finance,2241,0.7,200,,0
crolend-finance,2242,0.16,200,,0
heliswap,2244,0.27,200,,0
starfish-finance,2245,0.83,200,,0
hera-finance,2246,0.46,200,,0
animal-farm-v2,2247,0.89,200,,0
sculptor-finance,2248,1.77,200,,2
dexible-v2,2249,0.03,200,,2
debets,2250,0.62,200,,2
stride,2251,1.8,200,,2
llamalend,2252,0.51,200,,2
metatdex,2253,1.08,200,,2
mux-perps,2254,2.25,200,,2
nftfi,2255,2.94,200,,2
opx-finance,2256,0.49,200,,2
barnswap,2257,0.11,200,,2
opensea-seaport,2258,0.03,200,,0
helix-spot,2259,0.59,200,,0
polycub,2260,1.49,200,,0
arbor-finance,2261,0.26,200,,0
kava-liquid,2262,0.28,200,,0
snowflake-exchange,2263,0.3,200,,0
orderly-perps,2264,1.09,200,,0
bank-of-chain,2265,0.41,200,,0
kava-earn,2266,0.51,200,,0
kava-boost,2267,0.44,200,,0
optyfi,2268,0.46,200,,0
binance-cex,2269,11.78,200,,0
crypto-com,2270,5.13,200,,0
wompie,2271,2.9,200,,0
okx,2272,8.54,200,,0
deribit,2273,1.02,200,,0
kucoin,2274,10.62,200,,0
bitfinex,2275,7.18,200,,0
htx,2276,10.48,200,,0
weld-finance,2277,0.51,200,,0
quoll,2278,1.69,200,,0
sigmausd,2281,0.27,200,,0
kswap,2282,0.29,200,,0
3xcalibur,2283,0.96,200,,0
woofi-earn,2284,1.02,200,,0
sentiment,2285,0.6,200,,0
bybit,2286,10.35,200,,0
cetus-amm,2289,3.12,200,,0
ghostmarket,2290,0.39,200,,0
voltz,2291,0.8,200,,0
bake.io,2292,0.73,200,,0
bitmex,2293,1.6,200,,0
crypto-lottery,2294,0.63,200,,0
swissborg,2295,8.12,200,,0
hmx,2296,1.22,200,,0
fairfi,2297,0.14,200,,0
coinsquare,2298,1.77,200,,0
emdx,2299,0.21,200,,0
strx-finance,2300,0.26,200,,0
korbit,2301,2.62,200,,0
goober,2302,0.21,200,,0
revert-v3-staker,2303,0.91,200,,0
zkbob,2304,0.48,200,,0
maskex,2305,2.87,200,,0
bored-candy-city,2306,1.87,200,,0
camelot-v2,2307,2.76,200,,0
jito-liquid-staking,2308,0.27,200,,0
indigo,2309,0.44,200,,0
nbx,2310,0.88,200,,0
step-exchange,2312,0.62,200,,0
firi,2313,0.74,200,,0
gate-io,2314,22.62,200,,0
invar-finance,2315,0.17,200,,0
meter-passport,2316,2.23,200,,0
archly-v1,2317,4.33,200,,0
stabl.fi-v1,2318,0.29,200,,0
gmd-protocol,2319,0.72,200,,0
jojo,2320,0.67,200,,0
2pi-network,2321,0.89,200,,0
openbook,2322,4.24,200,,0
lympo,2323,0.44,200,,0
jexchangedefi,2324,3.35,200,,0
binance-multi-chain-capital,2325,0.78,200,,0
kperp-exchange,2326,0.09,200,,0
neptune-mutual,2327,0.44,200,,0
synfutures-v1,2328,1.17,200,,0
houstonswap,2329,0.43,200,,0
bitlend,2330,0.34,200,,0
swapfish,2331,1.86,200,,0
equalizer-exchange,2332,2.21,200,,0
julswap,2333,0.78,200,,0
defiedge,2334,0.91,200,,0
abel-finance,2335,1.76,200,,0
esdtmarket,2336,1.94,200,,0
ston.fi,2337,0.58,200,,0
bifrost-liquid-crowdloan,2338,0.32,200,,0
lodestar-v0,2339,1.32,200,,0
optitude-finance,2340,0.15,200,,0
polycat-dex,2341,1.56,200,,0
vapordex-v1,2342,1.26,200,,0
nitron,2343,1.62,200,,0
jediswap-v1,2344,0.68,200,,0
10kswap,2345,0.53,200,,0
woo-x,2346,3.11,200,,0
rbx,2347,1.07,200,,0
infinitorr,2348,0.73,200,,0
mstable-yield,2349,0.23,200,,0
kyotoswap,2350,0.67,200,,0
pepeteam-swaves,2351,0.27,200,,0
bitget,2352,12.13,200,,0
x7-finance,2353,0.05,200,,0
gamut-exchange,2354,0.38,200,,0
athos-finance,2355,0.4,200,,0
el-dorado-exchange,2356,0.71,200,,0
roe-finance,2357,1.42,200,,0
dexit-finance-swap,2358,0.07,200,,0
realt-rmm-marketplace,2359,0.58,200,,0
mahalend,2360,1.09,200,,0
mummy-finance,2361,2.25,200,,0
hedgehog,2362,0.35,200,,0
hotbit,2363,4.1,200,,0
butter-network,2364,1.62,200,,0
neopin-pool,2365,1.76,200,,0
neopin-staking,2366,0.67,200,,0
myswap-v1,2367,0.53,200,,0
aptin-finance-v1,2368,0.86,200,,0
phemex,2369,2.08,200,,0
proteo-defi,2370,1.19,200,,0
raidshift-marketplace,2371,0.23,200,,0
polytrade,2372,0.29,200,,0
contango-v1,2374,1.32,200,,0
y2k-v1,2375,0.54,200,,0
abcdefx,2376,1.06,200,,0
yieldbank,2377,0.24,200,,0
stake.link-liquid,2378,0.52,200,,0
camel-farm,2379,0.8,200,,0
optim-finance,2380,0.26,200,,0
genius-yield,2381,1.44,200,,0
tender-finance,2382,1.92,200,,0
ampleswap,2383,1.33,200,,0
oreoswap,2384,0.92,200,,0
exactly,2385,1.57,200,,0
sandclock,2386,0.52,200,,0
sperax-demeter,2387,1.18,200,,0
harbor-protocol,2388,0.25,200,,0
freebie-life-finance,2389,0.43,200,,0
kmex,2390,0.48,200,,0
garble.money,2391,0.25,200,,0
derify-protocol,2392,0.25,200,,0
joe-v2,2393,3.34,200,,0
messina-bridge,2394,1.93,200,,0
level-perps,2395,1.14,200,,0
bluemove-staking,2396,0.4,200,,0
gyroscope-protocol,2397,3.02,200,,0
opyn-convexity,2398,1.19,200,,0
opyn-squeeth,2399,0.37,200,,0
solidly-v2,2400,2.38,200,,0
syrup-finance,2401,0.22,200,,0
veno-finance,2402,0.7,200,,0
nestfi,2403,0.39,200,,0
cswap,2404,0.26,200,,0
flokifi-locker,2405,2.78,200,,0
tegro-finance,2406,0.08,200,,0
inbuilt-finance,2407,0.36,200,,0
bao-swap,2408,1.41,200,,0
panda-chef,2409,1.83,200,,0
bao-markets,2410,0.61,200,,0
bao-baskets,2411,0.86,200,,0
bao-ballast,2412,0.32,200,,0
decryption,2413,0.06,200,,0
blur-bids,2414,0.49,200,,0
okc-liquid-staking,2415,0.25,200,,0
footballmanager,2416,0.06,200,,0
thena-v1,2417,2.67,200,,0
y2b-finance,2418,0.05,200,,0
uniwswap-unia-farms,2419,1.31,200,,0
deflex,2420,0.62,200,,0
revoluzion,2421,0.05,200,,0
tonic,2422,0.78,200,,0
forthewin-network,2423,0.25,200,,0
lunafi,2424,0.81,200,,0
deridex,2425,0.23,200,,0
sugarswap,2426,0.21,200,,0
defender-finance,2427,0.49,200,,0
metronome-synth,2428,1.3,200,,0
paraluni-dex,2429,0.65,200,,0
waterfall-dex,2430,0.63,200,,0
brightside,2431,0.3,200,,0
flatcoin-dex,2432,0.23,200,,0
inverse-finance-firm,2433,1.06,200,,0
myso-v1,2434,0.52,200,,0
nexo,2435,4.14,200,,0
arcade.xyz,2436,3.96,200,,0
zeniq-swap,2438,0.21,200,,0
calc,2439,2.87,200,,0
fin,2440,2.47,200,,0
black-whale,2441,0.52,200,,0
bow,2442,2.39,200,,0
usk,2443,1.28,200,,0
changex,2444,0.55,200,,0
gumball-protocol,2445,0.3,200,,0
baymax,2446,0.52,200,,0
xbacked,2447,0.21,200,,0
steakhut-liquidity,2448,1.86,200,,0
commodo,2449,0.52,200,,0
bullionfx,2450,0.24,200,,0
quadrat,2451,2.86,200,,0
maximus,2452,0.07,200,,0
doglands-swap,2453,0.05,200,,0
geth,2454,0.38,200,,0
bunni,2456,6.13,200,,0
vidya,2457,0.79,200,,0
unlockd-v1,2458,0.65,200,,0
neutra-finance,2459,0.26,200,,0
skullswap-v2,2460,0.34,200,,0
ad-astra-bridge,2461,0.51,200,,0
cranium-exchange,2462,0.45,200,,0
wynd-dex,2463,0.66,200,,0
omax-swap,2464,0.36,200,,0
tethys-perpetual,2465,0.74,200,,0
zkasino,2466,0.82,200,,0
zyberswap-amm,2467,0.96,200,,0
hats.v1,2468,2.65,200,,0
cap-v4,2469,0.61,200,,0
bitindi-dex,2470,0.14,200,,0
premio,2471,0.45,200,,0
traddify-arbitrage,2472,0.23,200,,0
bitindi-staking,2473,0.35,200,,0
obric,2474,0.44,200,,0
adaswap,2475,1.0,200,,0
meme-dollar,2476,0.59,200,,0
bonqdao,2477,0.46,200,,0
akiba-finance,2478,0.55,200,,0
deltaprime,2479,3.44,200,,0
algoblocks,2480,0.37,200,,0
citadao,2482,0.78,200,,0
perennial-v1,2483,0.32,200,,0
djed-stablecoin,2484,0.25,200,,0
hiveswap-v2,2485,0.47,200,,0
stargaze,2487,0.21,200,,0
dpex,2488,0.49,200,,0
caviar-v1,2489,0.24,200,,0
libre-swap,2490,0.24,200,,0
liqwid,2491,1.76,200,,0
monolith,2492,0.97,200,,0
brewlabs-yield,2493,2.94,200,,0
rehold-v1,2494,2.33,200,,0
uno-farm,2495,2.87,200,,0
fundex,2496,0.11,200,,0
dinosaur.finance,2497,0.08,200,,0
umee,2498,2.83,200,,0
eternal-finance,2499,0.45,200,,0
bankless,2500,0.02,200,,0
aragon,2501,0.02,200,,0
mantle-treasury,2502,0.02,200,,0
pleasrdao,2503,0.02,200,,0
rarible,2504,0.02,200,,0
orio,2505,0.22,200,,0
dyson,2506,1.3,200,,0
bitvenus,2507,2.9,200,,0
notiboy,2508,0.04,200,,0
businessbuildersnfts,2509,0.54,200,,0
dam-finance,2510,0.25,200,,0
hawkfi,2511,0.43,200,,0
velvet-v1,2512,1.93,200,,0
liquid-bolt,2513,0.99,200,,0
cantohm,2514,0.51,200,,0
manifesto,2515,0.1,200,,0
phezzan-protocol,2516,0.03,200,,0
paraspace-lending-v1,2517,3.92,200,,0
gitcoin,2518,0.02,200,,0
ens,2519,0.02,200,,0
gnosis-dao,2520,0.02,200,,0
ethereum-foundation,2521,0.02,200,,0
nouns,2522,0.02,200,,0
casinocronos,2523,0.82,200,,0
friends-with-benefits,2524,0.02,200,,0
covo-v1,2525,0.5,200,,0
droplit-protocol,2526,0.67,200,,0
wonderly-finance,2527,0.08,200,,0
solidlizard-dex,2528,1.45,200,,0
pancakeswap-stableswap,2529,1.09,200,,0
zyberswap-stableswap,2530,0.34,200,,0
vaultka,2531,1.17,200,,0
zonic,2532,0.02,200,,0
thorwallet-dex,2533,0.02,200,,0
onepunchswap,2534,0.02,200,,0
tbtc,2535,0.43,200,,0
lion-commerce,2536,0.34,200,,0
flux-finance,2537,0.91,200,,0
parcl-v2,2538,0.23,200,,0
unsheth,2539,0.61,200,,0
megaton-finance,2540,0.64,200,,0
clober-v1,2541,1.33,200,,0
ondo-finance,2542,0.79,200,,0
rubydex,2543,0.81,200,,0
bank-of-cronos-ohm,2544,0.16,200,,0
bank-of-cronos-loans,2545,0.21,200,,0
nftearth,2546,0.02,200,,0
archimedes-finance,2547,0.29,200,,0
vela-exchange,2548,0.7,200,,0
poison-finance,2549,0.97,200,,0
veniceswap,2550,0.51,200,,0
ashswap,2551,1.52,200,,0
ladao-xocolatl,2552,0.61,200,,0
lenen,2553,0.66,200,,0
benddao-ape-staking,2554,0.39,200,,0
subzero+,2555,0.6,200,,0
subzero-zswap,2556,0.33,200,,0
nexter,2557,0.34,200,,0
pine-protocol,2558,1.27,200,,0
alongside,2559,0.72,200,,0
diamond-protocol-v2,2560,0.58,200,,0
nervebridge,2561,6.42,200,,0
defi-master,2562,0.08,200,,0
lif3-trade,2563,0.65,200,,0
oraidex,2564,0.43,200,,0
perion,2565,0.4,200,,0
