protocol_slug,protocol_id,size_mb,status_code,error,retries
mobius-finance,985,1.39,200,,0
arbirise-finance,986,0.41,200,,0
honeyfarm,987,0.98,200,,0
vaporwave,988,0.51,200,,0
kryptodex,989,1.0,200,,0
powerbomb-finance,990,0.53,200,,0
midasdao,991,0.33,200,,0
ubiquity-dao,992,0.45,200,,0
o2-dao,993,0.6,200,,0
life-dao,994,0.74,200,,0
drops,995,1.92,200,,0
ocp-finance,996,1.18,200,,0
piggy,997,0.24,200,,0
luxor-money,999,0.31,200,,0
brinc-finance,1000,0.35,200,,0
giza-dao,1001,0.57,200,,0
yokaiswap,1002,1.51,200,,0
wagyuswap,1003,1.76,200,,0
colony,1004,1.16,200,,0
thorstarter,1006,0.72,200,,0
safeswap,1007,0.99,200,,0
soy-finance,1008,1.23,200,,0
cheesedao,1009,0.3,200,,0
ice-dao,1010,0.63,200,,0
papa-dao,1011,0.76,200,,0
pumpkin-dao,1012,0.61,200,,0
tempodao,1014,0.69,200,,0
atlas-usv,1015,0.62,200,,0
aztec,1016,1.07,200,,0
gains-network,1018,1.52,200,,0
opendao,1019,1.61,200,,0
arkadiko,1020,0.67,200,,0
rivrkitty,1021,0.63,200,,0
hermes-defi,1022,0.87,200,,0
defyswap,1024,0.93,200,,0
wrapped,1025,1.06,200,,0
starterra,1026,0.15,200,,0
xmas-past,1027,1.64,200,,0
mm-finance-cronos,1028,2.95,200,,0
spicyswap,1029,1.15,200,,0
topshelf,1030,0.87,200,,0
pandaswap,1031,0.92,200,,0
percent-finance,1032,2.75,200,,0
oneswap,1033,2.57,200,,0
base-protocol,1034,0.92,200,,0
bitpif,1035,0.4,200,,0
btcst,1036,0.96,200,,0
ragnarokdao,1037,0.56,200,,0
firedao,1038,0.5,200,,0
mercurity,1039,0.75,200,,0
mfinance,1040,2.05,200,,0
numbers-protocol,1041,1.35,200,,0
solana-farm,1042,2.0,200,,0
sunflowerswap,1043,0.46,200,,0
stader,1044,1.28,200,,0
tempus-finance,1045,0.77,200,,0
ouchi-finance,1046,0.35,200,,0
unusdao,1047,0.35,200,,0
merit-circle,1048,1.06,200,,0
globiance,1049,0.34,200,,0
leaguedao,1050,0.48,200,,0
vortex-dao,1051,0.48,200,,0
astroport-classic,1052,0.46,200,,0
mooniswap,1053,13.59,200,,0
chainport,1054,3.48,200,,0
fiat-dao,1055,1.01,200,,0
redacted-protocol,1056,1.27,200,,0
linear-finance,1057,0.83,200,,0
mobox,1058,0.91,200,,0
sheesha-finance,1059,0.98,200,,0
entropyfi,1060,0.95,200,,0
cakedao,1061,0.34,200,,0
chest-finance,1062,0.72,200,,0
embr-finance,1063,1.35,200,,0
ideamarket,1064,0.36,200,,0
the-sandbox,1065,1.07,200,,0
brokoli-network,1066,1.09,200,,0
dios-finance,1067,0.59,200,,0
thoreum-finance,1068,2.76,200,,0
optinyan,1069,0.29,200,,0
nacho-finance,1070,1.23,200,,0
polkamarkets,1071,1.66,200,,0
ifswap,1072,0.41,200,,0
kitty-finance,1073,1.53,200,,0
autoshark,1074,4.78,200,,0
spiritdao,1075,0.67,200,,0
arbicheems,1076,0.84,200,,0
bring.finance,1077,1.85,200,,0
polkastarter,1078,0.79,200,,0
ifpool,1079,0.37,200,,0
xusd-money,1080,1.73,200,,0
babypig-finance,1081,1.16,200,,0
umbria-network,1082,1.44,200,,0
iq,1083,0.65,200,,0
pala,1084,0.36,200,,0
thetanuts-finance,1085,3.49,200,,0
zencha-finance,1086,0.53,200,,0
algofi-lend,1087,1.6,200,,0
ergodex,1088,1.75,200,,0
kaco-finance,1089,1.9,200,,0
spicy-dao,1090,0.59,200,,0
zodiacdao,1091,0.29,200,,0
afraswap,1092,0.73,200,,0
superfarm,1093,1.28,200,,0
one-cash,1094,1.1,200,,0
stand-cash,1095,1.36,200,,0
purefi,1096,1.13,200,,0
niob-finance,1097,1.89,200,,0
templar-dao,1098,0.6,200,,0
ara-finance,1099,0.6,200,,0
valhalladao,1100,0.64,200,,0
securedao,1101,0.31,200,,0
optidoge,1102,0.92,200,,0
snowcatdao,1103,0.58,200,,0
agarthadao,1104,0.3,200,,0
bourbon-dao,1105,0.63,200,,0
chad-finance,1106,1.14,200,,0
waterloan,1107,1.41,200,,0
gearbox,1108,1.79,200,,0
spectra-v1,1109,4.12,200,,0
market,1110,1.05,200,,0
wisteria-swap,1111,0.45,200,,0
asgard-dao,1112,0.9,200,,0
mama-dao,1113,0.64,200,,0
piratedao,1114,0.66,200,,0
tectonic,1115,2.87,200,,0
vultureswap,1116,0.62,200,,0
crow-finance,1117,0.68,200,,0
louverture,1118,0.28,200,,0
coup-farm,1119,1.28,200,,0
caribou-finance,1120,1.27,200,,0
avaviking,1121,1.49,200,,0
grassland-finance,1122,1.69,200,,0
salem-finance,1123,3.31,200,,0
mirai,1124,1.49,200,,0
metacrono,1125,0.78,200,,0
lemonswap,1126,1.38,200,,0
zeus-finance,1127,0.79,200,,0
kawaiiswap,1128,0.94,200,,0
blackbird-finance,1129,1.98,200,,0
buffaloswap,1130,2.17,200,,0
cyber-dog,1131,1.66,200,,0
genesys,1132,1.38,200,,0
ice-colony,1133,1.37,200,,0
duckydefi,1134,0.94,200,,0
meowswap,1135,1.66,200,,0
rose,1136,1.39,200,,0
sunflower-finance,1137,1.08,200,,0
valkyrie,1138,0.1,200,,0
tethys-amm,1139,1.25,200,,0
netswap,1140,1.2,200,,0
avalps,1141,0.67,200,,0
mm-optimizer,1142,0.68,200,,0
hotpot-finance,1143,1.16,200,,0
banksy-farm,1144,1.52,200,,0
ftm-frens,1145,1.09,200,,0
cyberfantasyfembots,1146,1.37,200,,0
emerald-swap,1147,0.79,200,,0
amogus-dao,1148,0.65,200,,0
koala-defi,1149,2.66,200,,0
wraithswap,1150,1.0,200,,0
the-seed-farm,1151,1.35,200,,0
robiniaswap,1152,1.98,200,,0
umbrella-network,1153,1.16,200,,0
socialswap,1154,0.5,200,,0
sheepdex,1155,1.88,200,,0
cykura,1156,1.64,200,,0
unite-finance,1158,1.07,200,,0
piggy-finance,1159,0.52,200,,0
baker-guild,1160,1.86,200,,0
niifi,1161,0.41,200,,0
friktion,1162,0.81,200,,0
trick-or-treat-farm,1163,2.0,200,,0
deepseadao,1164,0.34,200,,0
swing-dao,1165,0.33,200,,0
defichain-dex,1166,0.63,200,,0
defichain-loans,1167,0.59,200,,0
goblin-ftm,1168,0.38,200,,0
scarab-finance,1169,1.06,200,,0
metareserve,1170,0.32,200,,0
psyoptions,1172,1.37,200,,0
jpool,1173,0.37,200,,0
auroraswap,1174,1.45,200,,0
xenophon,1175,0.59,200,,0
tropical-finance,1176,1.11,200,,0
whale-loans,1177,0.31,200,,0
exinswap,1179,0.08,200,,0
liquidrium,1180,0.51,200,,0
mojitoswap,1181,1.25,200,,0
chargedefi,1182,1.13,200,,0
euler-v1,1183,6.65,200,,0
cybertime,1184,1.33,200,,0
marginswap,1185,1.61,200,,0
rarify,1186,0.6,200,,0
galatea-cash,1187,0.04,200,,0
everrise,1188,4.18,200,,0
mimas-finance,1189,2.02,200,,0
magnet-dao,1190,0.61,200,,0
katana,1191,1.12,200,,0
polkaex,1192,2.35,200,,0
obswap,1193,0.98,200,,0
sperax-usd,1194,1.12,200,,0
instrumental-finance,1195,0.95,200,,0
chikn-farm,1196,0.59,200,,0
sentre,1197,0.81,200,,0
chronicle,1198,0.82,200,,0
ferrum,1199,0.98,200,,0
tenet,1200,1.65,200,,0
zunami-protocol,1201,0.47,200,,0
bananafarm,1202,0.83,200,,0
stonedefi,1203,3.87,200,,0
boofinance,1204,2.71,200,,0
predictcoin,1205,1.07,200,,0
wagmidao,1206,0.58,200,,0
across,1207,1.22,200,,0
openleverage,1208,9.57,200,,0
ink-protocol,1209,0.17,200,,0
voyager,1210,0.61,200,,0
thorusfi,1211,2.04,200,,0
samodao,1212,0.65,200,,0
karma-dao,1214,0.59,200,,0
ovr,1215,0.92,200,,0
farm-hero,1216,2.56,200,,0
parallel-polkadot-crowdloan,1217,0.38,200,,0
sierra,1218,0.34,200,,0
trapeza-protocol,1219,0.3,200,,0
killswitch,1220,0.28,200,,0
argano,1221,0.65,200,,0
photon-protocol,1222,0.66,200,,0
tipidao,1223,0.46,200,,0
voltswap,1225,0.93,200,,0
oin-finance,1226,0.66,200,,0
empyrean-dao,1227,0.35,200,,0
sashimidao,1228,0.28,200,,0
looksrare,1229,1.03,200,,0
welnance,1230,2.48,200,,0
vesq,1231,1.06,200,,0
terrafloki,1232,0.16,200,,0
creditum,1233,1.25,200,,0
agile-finance,1234,1.43,200,,0
ultra-protocol,1235,0.98,200,,0
waterfall-finance-yield,1236,1.59,200,,0
bomb-money,1237,1.04,200,,0
minotaur-money,1238,0.71,200,,0
duneswap,1239,0.56,200,,0
yuzuswap,1240,0.63,200,,0
mimo-v2,1241,1.8,200,,0
sleepearn-finance,1242,0.35,200,,0
stackswap,1243,0.4,200,,0
crabada,1244,0.58,200,,0
proxy,1245,0.96,200,,0
spartan,1246,1.91,200,,0
hermes-finance,1248,0.93,200,,0
2omb-finance,1249,1.21,200,,0
llama-airforce,1250,0.7,200,,0
kandyland-finance,1251,0.3,200,,0
luminous-finance,1252,1.06,200,,0
hakuswap,1253,1.36,200,,0
proof-of-humanity,1255,0.65,200,,0
delta-financial,1256,1.05,200,,0
crosschain-bridge,1257,4.44,200,,0
flrfarm,1258,1.57,200,,0
pillar,1259,0.14,200,,0
thetaswap,1260,0.45,200,,0
darkcrypto,1261,2.25,200,,0
saros,1262,4.42,200,,0
smartpad,1263,0.53,200,,0
smartdexbch,1264,0.73,200,,0
x,1265,0.59,200,,0
fees.wtf,1266,0.91,200,,0
the-open-dao-sos,1267,0.61,200,,0
cronofi-finance,1268,1.4,200,,0
solarflare,1269,0.95,200,,0
immortal,1271,0.58,200,,0
iotube,1272,1.47,200,,0
cleopatra-dao,1273,0.31,200,,0
stellaswap-v2,1274,2.28,200,,0
paprprintr,1277,2.15,200,,0
yieldwolf,1278,16.59,200,,0
tulip,1279,0.79,200,,0
tornado-finance,1280,1.44,200,,0
vedao,1281,1.23,200,,0
rubic,1282,0.71,200,,0
bent-finance,1283,2.0,200,,0
paladin-dao,1284,0.64,200,,0
alphadex,1285,0.78,200,,0
omnidex-swap,1286,0.5,200,,0
crafting-finance,1287,0.72,200,,0
mover,1288,1.33,200,,0
beamswap-classic,1289,1.77,200,,0
grape-finance,1290,1.04,200,,0
agora,1291,1.27,200,,0
radial,1292,1.81,200,,0
manhattan,1293,0.64,200,,0
hades-money,1294,0.87,200,,0
burgerswap,1295,1.89,200,,0
zipswap,1296,1.38,200,,0
bloxmove,1297,1.34,200,,0
axion,1298,0.71,200,,0
guru-network-classic,1299,1.31,200,,0
apedao,1301,1.92,200,,0
sundaeswap-v2,1302,0.36,200,,0
iron-bank,1303,7.31,200,,0
buffer-finance,1304,0.85,200,,0
webribe-dao,1305,1.16,200,,0
protofi,1306,1.46,200,,0
0xdao,1307,4.49,200,,0
frog-nation-farm,1308,1.19,200,,0
gaia-dao,1309,0.64,200,,0
zeroshift,1310,0.59,200,,0
moremoney,1311,0.36,200,,0
epsylon-finance,1312,0.43,200,,0
noaharkdao,1313,0.59,200,,0
neoburger,1315,0.36,200,,0
specter-finance,1316,0.44,200,,0
universeftm,1317,1.25,200,,0
cesta-finance,1318,0.29,200,,0
moneyrain-finance,1319,1.56,200,,0
railgun,1320,7.54,200,,0
comfy-money,1321,0.92,200,,0
alligator,1322,1.3,200,,0
poopsicle,1323,0.62,200,,0
furylabs-finance,1324,1.21,200,,0
magik-finance-algostable,1325,0.92,200,,0
snowtomb,1326,0.92,200,,0
astar-dapps-staking,1327,0.11,200,,0
astral-farm,1328,1.22,200,,0
spiral-finance,1329,1.51,200,,0
beluga,1330,0.56,200,,0
deeplock,1331,1.3,200,,0
dna-dollar,1332,0.62,200,,0
oceanus,1333,0.87,200,,0
pearzap,1334,3.47,200,,0
shiroswap,1335,0.94,200,,0
unizen,1336,0.96,200,,0
vivelabouje,1337,1.17,200,,0
warp,1338,0.56,200,,0
api3,1339,0.6,200,,0
icecream-finance,1340,0.94,200,,0
croblanc,1342,1.19,200,,0
devil-finance,1343,0.17,200,,0
fatfire-defi,1344,1.47,200,,0
moon-flower-farmers,1345,0.55,200,,0
thetacash,1346,0.35,200,,0
yieldfields,1347,1.09,200,,0
athena-money,1348,0.91,200,,0
degen-haus,1349,1.28,200,,0
treasure,1350,0.97,200,,0
wigoswap,1351,2.23,200,,0
astral-financial,1352,0.06,200,,0
kalmy-app,1353,3.66,200,,0
dogs-of-elon,1354,0.64,200,,0
knights-of-fantom,1355,1.5,200,,0
hubble,1356,1.26,200,,0
adax-pro,1357,0.13,200,,0
kassandra-dao,1358,1.5,200,,0
capitaldex,1359,0.74,200,,0
meld,1360,0.6,200,,0
qao,1361,0.26,200,,0
hexal,1362,0.62,200,,0
oni-exchange,1363,0.91,200,,0
narwhalswap,1364,0.73,200,,0
etha-lend,1365,2.06,200,,0
hotfriescoin,1366,0.34,200,,0
wowswap,1367,8.43,200,,0
astroswap,1368,0.75,200,,0
velhalla,1369,0.59,200,,0
symblox,1370,0.51,200,,0
ripae,1371,3.62,200,,0
superman-swap,1372,1.67,200,,0
antimatter,1373,1.65,200,,0
gensokishi,1374,0.59,200,,0
animal-farm-v1,1375,1.16,200,,0
sahara-exchange,1376,0.51,200,,0
maia-dao,1377,0.49,200,,0
elephant-money,1378,1.27,200,,0
based-v1,1379,1.26,200,,0
minimax,1380,0.05,200,,0
bright-union,1381,1.04,200,,0
waterfall-bsc,1382,2.68,200,,0
platinum-finance,1383,0.89,200,,0
hermes-protocol,1384,1.84,200,,0
algebra-dex,1385,1.61,200,,0
soluna,1386,0.35,200,,0
deus-finance,1387,0.63,200,,0
parasset,1388,0.67,200,,0
polyquail,1389,1.38,200,,0
projectx,1390,0.25,200,,0
thor-financial,1391,0.31,200,,0
vaporfi,1392,0.24,200,,0
basis-markets,1393,0.6,200,,0
mymine,1394,1.2,200,,0
arthswap-v2,1395,2.17,200,,0
veritable-dao,1396,0.74,200,,0
kromatika,1397,3.17,200,,0
1beam,1398,0.51,200,,0
fastyield-finance,1399,2.0,200,,0
lizard,1400,0.48,200,,0
moonwell-apollo,1401,1.14,200,,0
uxd,1402,0.35,200,,0
scranton-finance,1403,1.1,200,,0
gotchivault,1404,1.21,200,,0
cupid-farm,1406,1.59,200,,0
solidly,1407,8.06,200,,0
drachma,1408,0.43,200,,0
cropper-amm,1410,2.16,200,,0
manarium,1411,0.26,200,,0
crema-finance,1412,1.13,200,,0
savanna-finance,1413,1.25,200,,0
dibs-money,1414,0.97,200,,0
partial-finance,1415,0.79,200,,0
gemkeeper,1416,0.8,200,,0
gemmine,1417,1.27,200,,0
draco-finance,1418,0.43,200,,0
babelfish,1419,0.23,200,,0
arable-protocol,1420,0.97,200,,0
winkyverse,1422,0.56,200,,0
bodh-finance,1423,1.14,200,,0
volta-dao,1424,0.36,200,,0
croissant-games,1425,0.99,200,,0
minipanther-dao,1426,0.6,200,,0
benqi-staked-avax,1427,0.36,200,,0
starcrazy,1428,0.6,200,,0
gooddollar,1429,0.89,200,,0
kommunitas,1430,0.76,200,,0
x2y2,1431,1.73,200,,0
pegasys-v2,1432,0.42,200,,0
jones-dao,1433,2.36,200,,0
newspace-finance,1434,1.43,200,,0
cemetery-finance,1435,0.71,200,,0
spectrefi,1436,1.23,200,,0
nightmare-finance,1437,0.66,200,,0
treehouse-finance,1438,0.63,200,,0
the-don-finance,1439,1.13,200,,0
polaris-finance,1440,1.5,200,,0
peel-defi,1441,0.52,200,,0
kyrios-finance,1442,1.46,200,,0
onering-v1,1443,0.22,200,,0
vesta-finance,1444,1.13,200,,0
aelin,1445,1.83,200,,0
fdoge-finance,1446,0.41,200,,0
hashflow,1447,2.55,200,,0
white-whale-vaults,1448,0.33,200,,0
impactmarket,1449,0.53,200,,0
solidex,1450,12.71,200,,0
paycash,1452,0.12,200,,0
vaulta-rex,1453,0.35,200,,0
claimswap-v1,1455,1.94,200,,0
ogx,1457,0.15,200,,0
equilibrium-lending,1458,0.55,200,,0
elyfi,1459,1.88,200,,0
valleyswap,1460,0.48,200,,0
woofi-swap,1461,3.91,200,,0
debridge,1462,6.78,200,,0
comet-finance,1463,0.87,200,,0
tropykus-rsk,1464,0.81,200,,0
prism-protocol,1465,0.4,200,,0
alex,1466,1.66,200,,0
farmtom,1467,1.55,200,,0
pact,1468,0.12,200,,0
btngroup,1469,0.11,200,,0
nereus-finance,1470,0.77,200,,0
bethash,1471,0.34,200,,0
electrik-finance,1472,0.29,200,,0
sportbet,1473,0.52,200,,0
atomichub,1474,0.55,200,,0
mahadao-arth,1475,1.52,200,,0
wrapped-ilcoin,1476,0.11,200,,0
edge-protocol,1477,1.4,200,,0
gton-capital,1478,1.47,200,,0
phantom-finance,1479,0.93,200,,0
xray-swap,1480,1.55,200,,0
2doge-finance,1481,0.52,200,,0
v3s-finance,1483,1.71,200,,0
bastilledelabouje,1484,1.09,200,,0
whaleex,1485,0.74,200,,0
fountain-protocol,1486,0.85,200,,0
klaybank,1487,0.69,200,,0
dmd-finance,1488,0.44,200,,0
dolphinswap,1489,0.53,200,,0
demodyfi,1490,1.35,200,,0
relaychain,1491,3.96,200,,0
aurigami,1492,2.09,200,,0
goblingold,1493,0.89,200,,0
minswap,1494,1.39,200,,0
zappy,1495,0.42,200,,0
grave-finance,1496,1.11,200,,0
starlay-finance,1497,2.87,200,,0
pdollar,1498,0.81,200,,0
lavafall,1499,1.38,200,,0
alcor-exchange,1500,0.73,200,,0
octus-bridge,1501,1.72,200,,0
the-parallel,1502,0.55,200,,0
snowyowl,1503,0.87,200,,0
fantasm,1504,0.96,200,,0
floor-dao,1505,0.54,200,,0
pulse-dao,1506,0.42,200,,0
zombi-finance,1507,0.5,200,,0
code-7-finance,1508,0.42,200,,0
solanax,1509,0.15,200,,0
miniverse-finance,1510,0.47,200,,0
seedify,1511,0.99,200,,0
spade-finance,1512,0.66,200,,0
zomb2-finance,1513,1.02,200,,0
granary-finance,1514,7.24,200,,0
echidna-finance,1515,1.23,200,,0
rhea-dao,1516,0.57,200,,0
domination-finance,1517,0.68,200,,0
bastion,1518,1.91,200,,0
cryptex-locker,1519,0.52,200,,0
paraluni-masterchef,1520,0.86,200,,0
horizon-protocol,1521,1.11,200,,0
klaystation,1523,0.15,200,,0
mars-lend,1524,1.52,200,,0
vector-finance,1525,2.57,200,,0
metavault-dao,1526,0.72,200,,0
libero-financial,1527,0.56,200,,0
blindex,1528,0.62,200,,0
gamblefi,1529,0.64,200,,0
excalibur,1530,0.63,200,,0
01,1531,0.79,200,,0
metalx-lending,1532,0.82,200,,0
life,1533,1.13,200,,0
strikex,1534,1.11,200,,0
cubo,1535,0.12,200,,0
jetmine-dao,1536,1.05,200,,0
solrise-finance,1537,0.38,200,,0
risk-harbor,1538,1.55,200,,0
citycoins,1539,0.67,200,,0
polar-bear-finance,1540,0.84,200,,0
portal,1541,36.96,200,,0
drip,1543,0.56,200,,0
concentrator,1544,5.3,200,,0
steroids,1545,0.72,200,,0
rhea-lend,1546,2.51,200,,0
jumbo-exchange,1547,1.88,200,,0
chaotic-finance,1548,0.3,200,,0
babena,1549,0.55,200,,0
metf-finance,1550,0.89,200,,0
kujira-orca,1551,1.42,200,,0
angel-protocol,1552,0.14,200,,0
baksdao,1553,0.39,200,,0
kleros,1554,0.84,200,,0
darkness,1555,1.5,200,,0
terra-bridge,1556,0.43,200,,0
single-finance,1557,3.54,200,,0
gogocoin,1558,1.03,200,,0
kdlaunch,1559,0.52,200,,0
clayswap,1560,1.55,200,,0
pear-dao,1561,1.18,200,,0
pankuku,1562,0.44,200,,0
izumi-liquidbox,1563,3.88,200,,0
philetairus-socius,1564,0.66,200,,0
ringfi,1565,0.25,200,,0
anedak,1566,0.27,200,,0
luckychip,1567,0.66,200,,0
eckodao,1568,0.62,200,,0
swim-protocol,1569,0.91,200,,0
rikkei-finance,1570,1.34,200,,0
stargate-v1,1571,4.4,200,,0
defil,1572,1.7,200,,0
vitex,1573,0.29,200,,0
viva,1574,0.28,200,,0
penguin,1575,1.02,200,,0
meowswapfi,1576,0.24,200,,0
sturdy-v1,1577,1.1,200,,0
hyphen,1578,1.74,200,,0
beefstake,1579,0.09,200,,0
lowcostswap,1580,1.6,200,,0
hebeswap,1581,0.34,200,,0
aperture-lm,1582,0.43,200,,0
axl-inu,1583,0.84,200,,0
valas-finance,1584,2.61,200,,0
scion-finance,1585,0.48,200,,0
sherpa-cash,1586,0.3,200,,0
laserswap,1587,0.66,200,,0
diamond-coin,1588,0.64,200,,0
puzzle-swap,1589,1.02,200,,0
milkyswap,1590,0.85,200,,0
occamx,1591,0.92,200,,0
strips-finance,1592,0.24,200,,0
sphere-finance,1593,0.31,200,,0
symbiosis,1594,4.65,200,,0
rubikfarm,1595,1.14,200,,0
the-idols,1596,0.59,200,,0
ergopad,1597,0.71,200,,0
crystalvale,1598,0.8,200,,0
aave-v3,1599,15.33,200,,0
greenhouse,1600,0.73,200,,0
wingriders,1601,0.55,200,,0
lenfi,1602,2.36,200,,0
picnic,1603,0.72,200,,0
antex,1604,0.39,200,,0
stake1,1605,0.8,200,,0
mockingbird,1606,0.62,200,,0
milko-farm,1607,1.4,200,,0
kagla-finance,1608,1.6,200,,0
metalx-swap,1609,0.34,200,,0
pegasusdollar,1610,1.16,200,,0
peak-finance,1611,0.88,200,,0
concave,1612,0.5,200,,0
nested,1613,66.8,200,,0
0vix,1614,1.12,200,,0
polynomial-earn,1615,0.47,200,,0
radioshack,1616,9.74,200,,0
revuto,1617,0.54,200,,0
deltatheta,1618,1.1,200,,0
jpegd,1619,1.67,200,,0
amaterasu-finance,1620,0.79,200,,0
astar-exchange-v2,1621,1.04,200,,0
velaspad,1622,0.57,200,,0
troydefi,1623,1.57,200,,0
ambire-wallet,1624,0.67,200,,0
darumadao,1625,0.53,200,,0
astrowar-finance,1626,0.27,200,,0
lendflare,1627,0.59,200,,0
singularitydao,1628,2.57,200,,0
humble-defi,1629,0.33,200,,0
yieldhub-finance,1630,0.52,200,,0
onyx-protocol,1631,1.59,200,,0
smbswap-v2,1632,0.81,200,,0
bencufi,1633,0.71,200,,0
solace,1634,1.51,200,,0
clearpool-lending,1635,2.35,200,,0
bolide,1636,1.03,200,,0
bluebit,1637,0.6,200,,0
dddx,1638,0.95,200,,0
hodltree,1639,1.1,200,,0
eklipse-finance,1640,1.47,200,,0
epns,1641,0.93,200,,0
folks-finance-lending,1642,0.68,200,,0
champagneswap,1643,0.81,200,,0
trusted-node,1644,0.99,200,,0
luchadores,1645,1.28,200,,0
stablekoi,1646,1.22,200,,0
waterfall-defi,1647,1.08,200,,0
cgx-finance,1648,1.63,200,,0
milky-cow,1649,1.09,200,,0
sicx,1650,0.34,200,,0
oaswap,1651,0.45,200,,0
neuronswap,1652,1.06,200,,0
comb-financial,1653,1.34,200,,0
scrub,1654,1.02,200,,0
versa-finance,1655,0.6,200,,0
funbeast,1656,0.64,200,,0
predy-v3.2,1657,0.28,200,,0
steak,1658,0.13,200,,0
sirius-finance,1659,1.83,200,,0
swappi,1660,0.61,200,,0
swapscanner-dex,1661,0.93,200,,0
yeti-finance,1662,0.79,200,,0
thunderpokt,1663,0.29,200,,0
llamapay,1664,11.94,200,,0
blueshift,1665,1.71,200,,0
nord-finance,1666,2.46,200,,0
solv-vesting,1667,3.1,200,,0
milkydex,1668,0.41,200,,0
tokensfarm,1669,3.4,200,,0
monster,1670,0.93,200,,0
fairyswap-v1,1671,0.76,200,,0
tarina,1672,0.67,200,,2
hydradex-v2,1673,0.16,200,,2
lemuria-finance,1674,0.49,200,,2
cennznet-bridge,1675,0.32,200,,2
0xlend,1676,0.94,200,,2
timeswap-v1,1677,0.63,200,,2
printer-financial,1678,3.69,200,,2
dot-dot-finance,1679,2.55,200,,2
orcus-finance,1680,1.06,200,,2
puddingswap,1681,0.09,200,,2
nomad,1682,1.3,200,,0
klayportal,1683,0.33,200,,0
dual-finance,1684,1.8,200,,0
rfox,1685,1.09,200,,0
ignite-finance,1686,0.54,200,,0
smartcredit,1687,1.65,200,,0
olive,1688,1.08,200,,0
gard,1689,0.61,200,,0
zombie-network,1690,0.82,200,,0
halofi,1691,1.7,200,,0
siennaswap,1692,0.69,200,,0
unbanked,1693,0.79,200,,0
ravcube-finance,1694,0.85,200,,0
spectrumswap,1695,1.46,200,,0
cronus-finance,1696,0.75,200,,0
diffusion-finance,1697,1.34,200,,0
pandora-swap,1698,0.45,200,,0
rubik-finance,1699,0.82,200,,0
wombat-exchange,1700,4.4,200,,0
yup,1701,0.91,200,,0
ags-finance,1702,0.63,200,,0
yumiswap,1703,0.75,200,,0
double-club,1704,1.41,200,,0
pinkpea-finance,1705,0.81,200,,0
vortex-protocol,1706,0.9,200,,0
clever,1707,0.7,200,,0
astriddao,1708,0.95,200,,0
iotex-monster-go,1709,0.56,200,,0
fenrir-finance,1710,2.18,200,,0
candle,1711,0.33,200,,0
evmoswap,1712,0.82,200,,0
duet-protocol,1713,0.94,200,,0
0x-nodes,1714,1.25,200,,0
hummus-amm,1715,0.63,200,,0
north-pole,1716,0.31,200,,0
coinflex,1717,0.51,200,,0
sapphire-mine,1718,0.3,200,,0
adao,1719,0.32,200,,0
kokoa-finance,1720,0.94,200,,0
kronosdao,1721,0.98,200,,0
shibui-dao,1722,0.78,200,,0
kungfuu,1723,0.4,200,,0
ampere,1724,0.84,200,,0
pegasus-finance,1725,0.3,200,,0
meshswap,1726,1.2,200,,0
stakeeasy,1727,0.41,200,,0
astarnova,1728,0.3,200,,0
blockng,1729,1.43,200,,0
goblins-cash-reserve,1730,0.22,200,,0
honkswap,1731,0.39,200,,0
verse,1732,1.01,200,,0
lns,1733,0.53,200,,0
ketchup-finance,1734,1.21,200,,0
bchpad,1735,0.79,200,,0
muuu-finance,1736,1.16,200,,0
emberswap,1737,0.83,200,,0
bifrost-liquid-staking,1738,1.12,200,,0
valerian,1739,0.53,200,,0
linear-protocol,1740,0.34,200,,0
starbank,1741,0.52,200,,0
kinesis-labs,1742,1.01,200,,0
celerycash,1743,0.48,200,,0
earnmos,1744,0.4,200,,0
joystick-club,1745,0.49,200,,0
mapledefi,1746,1.21,200,,0
game-theory,1747,0.73,200,,0
murica,1748,0.36,200,,0
pandaland,1749,0.74,200,,0
cryptoswap,1750,0.65,200,,0
solily-protocol,1751,0.17,200,,0
yelay-v1,1752,0.96,200,,0
olympus-finance,1753,0.8,200,,0
catsluck,1754,0.65,200,,0
spartacus-exchange,1755,0.49,200,,0
dystopia,1756,2.05,200,,0
toxicdeer-finance,1758,0.97,200,,0
spacefi-evmos,1759,0.79,200,,0
coti-treasury,1760,0.54,200,,0
olivedao,1761,0.38,200,,0
elf-finance,1762,0.35,200,,0
know-to-earn,1763,0.5,200,,0
amesdefi,1764,0.83,200,,0
uncx-network-v2,1765,4.78,200,,0
koyo-finance,1766,0.81,200,,0
xweowns,1767,0.13,200,,0
jelly,1768,0.53,200,,0
kdswap,1769,0.3,200,,0
claystack-eth,1770,0.33,200,,0
arch,1771,2.21,200,,0
apx-finance,1772,2.88,200,,0
benddao-lending,1773,1.89,200,,0
blitz-labs,1774,0.75,200,,0
ecodefi,1775,1.7,200,,0
infinity-pad,1776,1.28,200,,0
pandora,1777,1.19,200,,0
oswap-amm,1778,0.11,200,,0
cake-monster,1779,0.49,200,,0
coslend,1780,0.7,200,,0
steakhut,1781,1.15,200,,0
milkyway,1782,0.69,200,,0
ladex-exchange,1783,0.24,200,,0
tenderize-v1,1784,0.67,200,,0
versagames,1785,0.54,200,,0
credix,1786,0.61,200,,0
diamond-protocol-v1,1787,0.65,200,,0
invariant,1788,2.65,200,,0
